1.000000000000000056e-01,4.200000000000000000e+01,1.000000000000000000e+02
1.000000000000000056e-01,4.500000000000000000e+01,1.000000000000000000e+02
1.000000000000000056e-01,3.600000000000000000e+01,1.000000000000000000e+02
1.000000000000000056e-01,4.400000000000000000e+01,1.000000000000000000e+02
1.000000000000000056e-01,3.000000000000000000e+01,1.000000000000000000e+02
4.000000000000000222e-01,7.800000000000000000e+01,1.000000000000000000e+02
4.000000000000000222e-01,5.100000000000000000e+01,1.000000000000000000e+02
4.000000000000000222e-01,7.700000000000000000e+01,1.000000000000000000e+02
4.000000000000000222e-01,6.300000000000000000e+01,1.000000000000000000e+02
4.000000000000000222e-01,7.000000000000000000e+01,1.000000000000000000e+02
5.000000000000000000e-01,7.200000000000000000e+01,1.000000000000000000e+02
5.000000000000000000e-01,8.200000000000000000e+01,1.000000000000000000e+02
5.000000000000000000e-01,8.400000000000000000e+01,1.000000000000000000e+02
5.000000000000000000e-01,6.700000000000000000e+01,1.000000000000000000e+02
5.000000000000000000e-01,7.700000000000000000e+01,1.000000000000000000e+02
8.000000000000000444e-01,9.500000000000000000e+01,1.000000000000000000e+02
8.000000000000000444e-01,9.100000000000000000e+01,1.000000000000000000e+02
8.000000000000000444e-01,8.400000000000000000e+01,1.000000000000000000e+02
8.000000000000000444e-01,8.900000000000000000e+01,1.000000000000000000e+02
8.000000000000000444e-01,9.400000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,9.300000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,9.300000000000000000e+01,1.000000000000000000e+02
1.000000000000000000e+00,9.600000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e+00,9.100000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e+00,9.300000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e+00,9.300000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e+00,9.700000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e+00,8.800000000000000000e+01,1.000000000000000000e+02
